2026-07-02 11:19:07,619 - INFO - Connecting to 149.154.167.51:443/TcpFull...
2026-07-02 11:19:09,632 - INFO - Connection to 149.154.167.51:443/TcpFull complete!
2026-07-02 11:19:21,709 - INFO - Phone migrated to 4
2026-07-02 11:19:26,008 - INFO - Reconnecting to new data center 4
2026-07-02 11:19:26,706 - INFO - Disconnecting from 149.154.167.51:443/TcpFull...
2026-07-02 11:19:26,707 - INFO - Disconnection from 149.154.167.51:443/TcpFull complete!
2026-07-02 11:19:26,707 - INFO - Connecting to 149.154.167.91:443/TcpFull...
2026-07-02 11:19:29,288 - INFO - Connection to 149.154.167.91:443/TcpFull complete!
2026-07-02 11:23:44,168 - INFO - Telegram Client Started.
2026-07-02 11:23:44,170 - INFO - Starting to scrape channel: https://t.me/CheMed123
2026-07-02 11:23:45,903 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:23:46,747 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:23:50,129 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:23:51,167 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:23:52,391 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:23:53,978 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:23:55,699 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:23:57,046 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:23:59,155 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:07,250 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:09,141 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:12,086 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:14,403 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:15,643 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:17,871 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:19,123 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:21,784 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:23,848 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:25,906 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:27,939 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:29,953 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:30,944 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:33,691 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:35,989 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:38,380 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:40,095 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:41,394 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:42,928 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:43,748 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:46,304 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:48,797 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:51,161 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:53,419 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:55,420 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:24:57,548 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:02,075 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:04,211 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:07,943 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:11,290 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:14,372 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:17,598 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:19,836 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:22,125 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:25,045 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:30,083 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:34,345 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:37,494 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:40,992 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:43,091 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:44,919 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:45,918 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:48,230 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:49,355 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:50,713 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:51,913 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:53,177 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:56,139 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:25:59,186 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:01,057 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:02,369 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:03,350 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:05,408 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:08,221 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:09,666 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:11,497 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:12,156 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:12,709 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:13,462 - ERROR - Error scraping channel https://t.me/CheMed123: [Errno 2] No such file or directory: 'data/raw/telegram_messages/2023-02-10/https://t.me/CheMed123.json'
2026-07-02 11:26:13,463 - INFO - Starting to scrape channel: https://t.me/lobelia4cosmeticss
2026-07-02 11:26:13,625 - ERROR - Error scraping channel https://t.me/lobelia4cosmeticss: No user has "lobelia4cosmeticss" as username
2026-07-02 11:26:13,625 - INFO - Starting to scrape channel: https://t.me/tikvahpharma
2026-07-02 11:26:14,980 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:15,778 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:18,301 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:20,457 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:21,488 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:25,094 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:26,033 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:28,972 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:30,538 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:32,442 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:33,443 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:34,779 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:38,149 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:39,414 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:40,653 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:42,496 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:44,396 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:47,122 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2026-07-02 11:26:49,501 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
